eye_ratio,face_aspect_ratio,eye_position,eye_size_ratio,asymmetry,eye_angle,upper_face_ratio,lower_face_ratio,face_width,face_height,image_path
0.37114806313323645,1.0,0.3937677053824363,0.20396600566572237,0.0056657223796034,0.015265989546779865,0.3937677053824363,0.6062322946175638,353,353,ffhq_images/00001.png
0.36753241000217884,1.0,0.38603988603988604,0.21225071225071226,0.002849002849002849,0.007751782712206873,0.38603988603988604,0.613960113960114,351,351,ffhq_images/00002.png
0.3341902313624679,1.0,0.39331619537275064,0.21465295629820053,0.0,0.0,0.39331619537275064,0.6066838046272494,389,389,ffhq_images/00003.png
0.3667087517935389,1.0,0.38333333333333336,0.2125,0.005555555555555556,0.015150355874769811,0.38333333333333336,0.6166666666666667,360,360,ffhq_images/00004.png
0.35520508944427803,1.0,0.3817204301075269,0.19623655913978494,0.016129032258064516,0.04542327942157701,0.3817204301075269,0.6182795698924731,372,372,ffhq_images/00006.png
0.41896911372044104,1.0,0.3546325878594249,0.2507987220447284,0.019169329073482427,0.04576953979555021,0.3546325878594249,0.645367412140575,313,313,ffhq_images/00007.png
0.3595505617977528,1.0,0.39325842696629215,0.24719101123595505,0.0,0.0,0.39325842696629215,0.6067415730337079,356,356,ffhq_images/00010.png
0.3930943394213901,1.0,0.41352201257861637,0.21540880503144655,0.0031446540880503146,0.007999829339886634,0.41352201257861637,0.5864779874213837,318,318,ffhq_images/00011.png
0.3639173519925433,1.0,0.4068047337278107,0.20710059171597633,0.0029585798816568047,0.008129902179943912,0.4068047337278107,0.5931952662721893,338,338,ffhq_images/00012.png
0.3553124131590423,1.0,0.3681948424068768,0.27507163323782235,0.0028653295128939827,0.008064341306767012,0.3681948424068768,0.6318051575931232,349,349,ffhq_images/00014.png
0.3314285714285714,1.0,0.37142857142857144,0.20714285714285716,0.0,0.0,0.37142857142857144,0.6285714285714286,350,350,ffhq_images/00015.png
0.3827223401185146,1.0,0.39106145251396646,0.1857541899441341,0.00558659217877095,0.014597503211060183,0.39106145251396646,0.6089385474860335,358,358,ffhq_images/00016.png
0.39639365765742834,1.0,0.4102167182662539,0.22445820433436534,0.009287925696594427,0.023433209879467586,0.4102167182662539,0.5897832817337462,323,323,ffhq_images/00017.png
0.38600921241425146,1.0,0.4064327485380117,0.20614035087719298,0.005847953216374269,0.015150355874769811,0.4064327485380117,0.5935672514619883,342,342,ffhq_images/00018.png
0.32448377581120946,1.0,0.39823008849557523,0.2536873156342183,0.0,0.0,0.39823008849557523,0.6017699115044248,339,339,ffhq_images/00019.png
0.38037664787663866,1.0,0.3404255319148936,0.23404255319148937,0.0182370820668693,0.0479631868770767,0.3404255319148936,0.6595744680851063,329,329,ffhq_images/00020.png
0.3805309734513274,1.0,0.41297935103244837,0.18289085545722714,0.0,0.0,0.41297935103244837,0.5870206489675516,339,339,ffhq_images/00026.png
0.3601002481350837,1.0,0.4081920903954802,0.21045197740112995,0.031073446327683617,0.08639854935844708,0.4081920903954802,0.5918079096045198,354,354,ffhq_images/00027.png
0.36200278208447156,1.0,0.3732193732193732,0.1794871794871795,0.011396011396011397,0.031485654467598004,0.3732193732193732,0.6267806267806267,351,351,ffhq_images/00029.png
0.3342501765583686,1.0,0.38179347826086957,0.19972826086956522,0.002717391304347826,0.008129902179943912,0.38179347826086957,0.6182065217391305,368,368,ffhq_images/00030.png
0.332513834189627,1.0,0.33102493074792244,0.16481994459833796,0.008310249307479225,0.02499479361892016,0.33102493074792244,0.6689750692520776,361,361,ffhq_images/00032.png
0.3233305673313749,1.0,0.38141809290953543,0.18092909535452323,0.019559902200488997,0.060532019782107135,0.38141809290953543,0.6185819070904646,409,409,ffhq_images/00033.png
0.3407202216066482,1.0,0.37119113573407203,0.15373961218836565,0.0,0.0,0.37119113573407203,0.628808864265928,361,361,ffhq_images/00037.png
0.4389256620001676,1.0,0.5710455764075067,0.26943699731903487,0.3967828418230563,1.129003161277453,0.5710455764075067,0.4289544235924933,373,373,ffhq_images/00038.png
0.3526278407448958,1.0,0.3925619834710744,0.20798898071625344,0.0027548209366391185,0.007812341060101111,0.3925619834710744,0.6074380165289256,363,363,ffhq_images/00040.png
0.32517391028326037,1.0,0.38154269972451793,0.24380165289256198,0.008264462809917356,0.0254182532590757,0.38154269972451793,0.6184573002754821,363,363,ffhq_images/00041.png
0.4489252590669182,1.0,0.3810344827586207,0.2206896551724138,0.02413793103448276,0.05379420352984972,0.3810344827586207,0.6189655172413793,290,290,ffhq_images/00044.png
0.3473684210526316,1.0,0.3868421052631579,0.24736842105263157,0.0,0.0,0.3868421052631579,0.6131578947368421,380,380,ffhq_images/00045.png
0.3089448898833912,1.0,0.3769633507853403,0.20026178010471204,0.005235602094240838,0.01694752980640491,0.3769633507853403,0.6230366492146597,382,382,ffhq_images/00048.png
0.4231974921630094,1.0,0.335423197492163,0.17084639498432602,0.0,0.0,0.335423197492163,0.664576802507837,319,319,ffhq_images/00049.png
0.4092423364472796,1.0,0.3646153846153846,0.20461538461538462,0.003076923076923077,0.007518655312303883,0.3646153846153846,0.6353846153846154,325,325,ffhq_images/00050.png
0.339889938880778,1.0,0.36792452830188677,0.20485175202156333,0.013477088948787063,0.03966172992312753,0.36792452830188677,0.6320754716981132,371,371,ffhq_images/00051.png
0.34471538025992104,1.0,0.39378238341968913,0.12046632124352331,0.010362694300518135,0.03006612504904429,0.39378238341968913,0.6062176165803109,386,386,ffhq_images/00052.png
0.3368421052631579,1.0,0.40789473684210525,0.1868421052631579,0.0,0.0,0.40789473684210525,0.5921052631578947,380,380,ffhq_images/00054.png
0.3434175822417639,1.0,0.36675824175824173,0.20604395604395603,0.0027472527472527475,0.007999829339886634,0.36675824175824173,0.6332417582417582,364,364,ffhq_images/00055.png
0.3855926801676478,1.0,0.40282131661442006,0.25705329153605017,0.003134796238244514,0.008129902179943912,0.40282131661442006,0.5971786833855799,319,319,ffhq_images/00056.png
0.28563435841821677,1.0,0.5169014084507042,0.1676056338028169,0.17183098591549295,0.6454734928233306,0.5169014084507042,0.4830985915492958,355,355,ffhq_images/00057.png
0.5026258086483707,1.0,0.5483425414364641,0.21685082872928177,0.31767955801104975,0.6841827217299816,0.5483425414364641,0.4516574585635359,362,362,ffhq_images/00058.png
0.34332425068119893,1.0,0.3760217983651226,0.1893732970027248,0.0,0.0,0.3760217983651226,0.6239782016348774,367,367,ffhq_images/00059.png
0.3465503689662941,1.0,0.3811881188118812,0.21122112211221122,0.0033003300330033004,0.009523521593612855,0.3811881188118812,0.6188118811881188,303,303,ffhq_images/00062.png
0.3554913294797688,1.0,0.3901734104046243,0.22254335260115607,0.0,0.0,0.3901734104046243,0.6098265895953757,346,346,ffhq_images/00064.png
0.32971153177342816,1.0,0.3773841961852861,0.20708446866485014,0.0027247956403269754,0.00826427465965116,0.3773841961852861,0.6226158038147139,367,367,ffhq_images/00065.png
0.35938112891672885,1.0,0.3732193732193732,0.18091168091168092,0.017094017094017096,0.047583103276983396,0.3732193732193732,0.6267806267806267,351,351,ffhq_images/00066.png
0.3826506462612446,1.0,0.40752351097178685,0.2225705329153605,0.012539184952978056,0.03277514440407577,0.40752351097178685,0.5924764890282131,319,319,ffhq_images/00067.png
0.30551309963976864,1.0,0.41475826972010177,0.15776081424936386,0.010178117048346057,0.033320995878247196,0.41475826972010177,0.5852417302798982,393,393,ffhq_images/00069.png
0.39618529484742615,1.0,0.40181268882175225,0.2311178247734139,0.01812688821752266,0.04576953979555021,0.40181268882175225,0.5981873111782477,331,331,ffhq_images/00070.png
0.3501512603249357,1.0,0.40476190476190477,0.21428571428571427,0.0028011204481792717,0.007999829339886634,0.40476190476190477,0.5952380952380952,357,357,ffhq_images/00071.png
0.3665213151829932,1.0,0.38920454545454547,0.22017045454545456,0.005681818181818182,0.015502633925016426,0.38920454545454547,0.6107954545454546,352,352,ffhq_images/00072.png
0.530310920623796,1.0,0.5776119402985075,0.16417910447761194,0.39104477611940297,0.8291948402413115,0.5776119402985075,0.4223880597014925,335,335,ffhq_images/00073.png
0.3502824858757062,1.0,0.384180790960452,0.24152542372881355,0.0,0.0,0.384180790960452,0.615819209039548,354,354,ffhq_images/00074.png
0.4131485412542835,1.0,0.40217391304347827,0.2484472049689441,0.009316770186335404,0.022552566650304355,0.40217391304347827,0.5978260869565217,322,322,ffhq_images/00075.png
0.3010204081632653,1.0,0.37755102040816324,0.2002551020408163,0.0,0.0,0.37755102040816324,0.6224489795918368,392,392,ffhq_images/00076.png
0.40722965595016297,1.0,0.3772455089820359,0.20209580838323354,0.005988023952095809,0.014704822377851432,0.3772455089820359,0.6227544910179641,334,334,ffhq_images/00077.png
0.364129333447294,1.0,0.4179566563467492,0.2043343653250774,0.03715170278637771,0.10220671810725354,0.4179566563467492,0.5820433436532507,323,323,ffhq_images/00080.png
0.3487695015811118,1.0,0.4015957446808511,0.25,0.015957446808510637,0.04576953979555021,0.4015957446808511,0.598404255319149,376,376,ffhq_images/00081.png
